user_country,friend_country,user_region,friend_region,scaled_sci
CH,NG,CH,NG,2009
TW,IN,TW,IN,158
IN,TW,IN,TW,158
PE,EC,PE,EC,20402
EC,PE,EC,PE,20402
SN,BS,SN,BS,2797
BS,SN,BS,SN,2797
JP,BZ,JP,BZ,873
BZ,JP,BZ,JP,873
ZA,DJ,ZA,DJ,4458
DJ,ZA,DJ,ZA,4458
XK,DJ,XK,DJ,907
DJ,XK,DJ,XK,907
IE,GT,IE,GT,1198
GT,IE,GT,IE,1198
NG,BA,NG,BA,475
BA,NG,BA,NG,475
TO,MU,TO,MU,4075
MU,TO,MU,TO,4075
SD,MU,SD,MU,237
MU,SD,MU,SD,237
CI,CF,CI,CF,81104
CF,CI,CF,CI,81104
UZ,SL,UZ,SL,2618
SL,UZ,SL,UZ,2618
UG,KI,UG,KI,1658
KI,UG,KI,UG,1658
MY,KI,MY,KI,954
KI,MY,KI,MY,954
SL,BE,SL,BE,15223
BE,SL,BE,SL,15223
FR,CZ,FR,CZ,3809
CZ,FR,CZ,FR,3809
NG,DK,NG,DK,786
DK,NG,DK,NG,786
SL,LC,SL,LC,8566
LC,SL,LC,SL,8566
TN,KM,TN,KM,10831
KM,TN,KM,TN,10831
KM,IQ,KM,IQ,800
IQ,KM,IQ,KM,800
ZW,AL,ZW,AL,210
AL,ZW,AL,ZW,210
YE,CL,YE,CL,275
CL,YE,CL,YE,275
TT,NP,TT,NP,303
NP,TT,NP,TT,303
SO,PG,SO,PG,946
PG,SO,PG,SO,946
HT,AD,HT,AD,1282
AD,HT,AD,HT,1282
PT,AD,PT,AD,675008
AD,PT,AD,PT,675008
RW,AD,RW,AD,476
AD,RW,AD,RW,476
UG,LT,UG,LT,661
LT,UG,LT,UG,661
SK,AM,SK,AM,2924
AM,SK,AM,SK,2924
NO,BT,NO,BT,1156
BT,NO,BT,NO,1156
PT,IS,PT,IS,47835
IS,PT,IS,PT,47835
UY,AU,UY,AU,4279
AU,UY,AU,UY,4279
SA,HU,SA,HU,779
HU,SA,HU,SA,779
UG,TL,UG,TL,1259
TL,UG,TL,UG,1259
KE,HN,KE,HN,473
HN,KE,HN,KE,473
MX,HN,MX,HN,14673
HN,MX,HN,MX,14673
KZ,JP,KZ,JP,1101
JP,KZ,JP,KZ,1101
NE,AZ,NE,AZ,1184
AZ,NE,AZ,NE,1184
KH,BF,KH,BF,235
BF,KH,BF,KH,235
CZ,BO,CZ,BO,372
BO,CZ,BO,CZ,372
EE,DO,EE,DO,463
DO,EE,DO,EE,463
PT,PA,PT,PA,3939
PA,PT,PA,PT,3939
NI,GH,NI,GH,1101
GH,NI,GH,NI,1101
SZ,CI,SZ,CI,6253
CI,SZ,CI,SZ,6253
AL,AF,AL,AF,1124
AF,AL,AF,AL,1124
MV,KZ,MV,KZ,4870
KZ,MV,KZ,MV,4870
ZA,KZ,ZA,KZ,589
KZ,ZA,KZ,ZA,589
NP,KZ,NP,KZ,390
KZ,NP,KZ,NP,390
NZ,MZ,NZ,MZ,347
MZ,NZ,MZ,NZ,347
RU,NG,RU,NG,3859
NG,RU,NG,RU,3859
ZA,PE,ZA,PE,112
PE,ZA,PE,ZA,112
TH,MY,TH,MY,15881
MY,TH,MY,TH,15881
TJ,KE,TJ,KE,1353
KE,TJ,KE,TJ,1353
MT,AR,MT,AR,5867
AR,MT,AR,MT,5867
IL,HR,IL,HR,4542
HR,IL,HR,IL,4542
GE,DZ,GE,DZ,431
DZ,GE,DZ,GE,431
TR,IT,TR,IT,1745
IT,TR,IT,TR,1745
PE,AE,PE,AE,697
AE,PE,AE,PE,697
GR,FR,GR,FR,7653
FR,GR,FR,GR,7653
PG,MT,PG,MT,820
MT,PG,MT,PG,820
SE,LB,SE,LB,31687
LB,SE,LB,SE,31687
ST,PH,ST,PH,649
PH,ST,PH,ST,649
RU,PH,RU,PH,2091
PH,RU,PH,RU,2091
TH,PH,TH,PH,1677
PH,TH,PH,TH,1677
MW,EG,MW,EG,613
EG,MW,EG,MW,613
KM,CH,KM,CH,2293
CH,KM,CH,KM,2293
TZ,IN,TZ,IN,1553
IN,TZ,IN,TZ,1553
MA,GD,MA,GD,1022
GD,MA,GD,MA,1022
SS,BZ,SS,BZ,453
BZ,SS,BZ,SS,453
KR,BZ,KR,BZ,674
BZ,KR,BZ,KR,674
WS,DJ,WS,DJ,3383
DJ,WS,DJ,WS,3383
PG,CF,PG,CF,539
CF,PG,CF,PG,539
LB,KI,LB,KI,167
KI,LB,KI,LB,167
PE,BE,PE,BE,1500
BE,PE,BE,PE,1500
VU,UZ,VU,UZ,146
UZ,VU,UZ,VU,146
LT,CZ,LT,CZ,7354
CZ,LT,CZ,LT,7354
LB,DK,LB,DK,15695
DK,LB,DK,LB,15695
LY,ET,LY,ET,33646
ET,LY,ET,LY,33646
IQ,AL,IQ,AL,585
AL,IQ,AL,IQ,585
SR,AL,SR,AL,777
AL,SR,AL,SR,777
VE,AL,VE,AL,639
AL,VE,AL,VE,639
BR,AL,BR,AL,547
AL,BR,AL,BR,547
TZ,CL,TZ,CL,187
CL,TZ,CL,TZ,187
SV,PG,SV,PG,86
PG,SV,PG,SV,86
TZ,AD,TZ,AD,409
AD,TZ,AD,TZ,409
XK,IS,XK,IS,29093
IS,XK,IS,XK,29093
LK,LA,LK,LA,569
LA,LK,LA,LK,569
BT,AU,BT,AU,191366
AU,BT,AU,BT,191366
LT,BW,LT,BW,442
BW,LT,BW,LT,442
NL,BW,NL,BW,986
BW,NL,BW,NL,986
SR,HT,SR,HT,50787
HT,SR,HT,SR,50787
MV,IL,MV,IL,8237
IL,MV,IL,MV,8237
IN,IL,IN,IL,1918
IL,IN,IL,IN,1918
GT,GQ,GT,GQ,1198
GQ,GT,GQ,GT,1198
MV,GB,MV,GB,10281
GB,MV,GB,MV,10281
UZ,HN,UZ,HN,262
HN,UZ,HN,UZ,262
RO,GR,RO,GR,18304
GR,RO,GR,RO,18304
NG,AZ,NG,AZ,2365
AZ,NG,AZ,NG,2365
RW,AZ,RW,AZ,1497
AZ,RW,AZ,RW,1497
TR,AZ,TR,AZ,44964
AZ,TR,AZ,TR,44964
EC,AT,EC,AT,1207
AT,EC,AT,EC,1207
GB,AT,GB,AT,11949
AT,GB,AT,GB,11949
TZ,SR,TZ,SR,1875
SR,TZ,SR,TZ,1875
GT,DO,GT,DO,7369
DO,GT,DO,GT,7369
QA,PA,QA,PA,1669
PA,QA,PA,QA,1669
BS,BH,BS,BH,3937
BH,BS,BH,BS,3937
ML,GN,ML,GN,525614
GN,ML,GN,ML,525614
PT,GH,PT,GH,1387
GH,PT,GH,PT,1387
RS,BI,RS,BI,1716
BI,RS,BI,RS,1716
LS,CM,LS,CM,4925
CM,LS,CM,LS,4925
DK,CM,DK,CM,1947
CM,DK,CM,DK,1947
LR,KR,LR,KR,5811
KR,LR,KR,LR,5811
PH,KZ,PH,KZ,1167
KZ,PH,KZ,PH,1167
SI,MZ,SI,MZ,206
MZ,SI,MZ,SI,206
TD,CD,TD,CD,26432
CD,TD,CD,TD,26432
PH,NG,PH,NG,2251
NG,PH,NG,PH,2251
SK,MY,SK,MY,344
MY,SK,MY,SK,344
KR,KE,KR,KE,677
KE,KR,KE,KR,677
ID,FJ,ID,FJ,1177
FJ,ID,FJ,ID,1177
ZW,RU,ZW,RU,5506
RU,ZW,RU,ZW,5506
SE,RW,SE,RW,9081
RW,SE,RW,SE,9081
KM,ES,KM,ES,319
ES,KM,ES,KM,319
GA,ES,GA,ES,4394
ES,GA,ES,GA,4394
HR,ES,HR,ES,4749
ES,HR,ES,HR,4749
ZA,ID,ZA,ID,355
ID,ZA,ID,ZA,355
IL,ID,IL,ID,714
ID,IL,ID,IL,714
LA,AO,LA,AO,196
AO,LA,AO,LA,196
TH,AO,TH,AO,103
AO,TH,AO,TH,103
WS,SG,WS,SG,1807
SG,WS,SG,WS,1807
KZ,EC,KZ,EC,782
EC,KZ,EC,KZ,782
TZ,FM,TZ,FM,326
FM,TZ,FM,TZ,326
ZA,PY,ZA,PY,191
PY,ZA,PY,ZA,191
SN,PY,SN,PY,812
PY,SN,PY,SN,812
ML,CV,ML,CV,9307
CV,ML,CV,ML,9307
PA,MK,PA,MK,973
MK,PA,MK,PA,973
VC,MU,VC,MU,18226
MU,VC,MU,VC,18226
BE,BB,BE,BB,2927
BB,BE,BB,BE,2927
MR,KI,MR,KI,250
KI,MR,KI,MR,250
LA,KI,LA,KI,160
KI,LA,KI,LA,160
LY,BE,LY,BE,2759
BE,LY,BE,LY,2759
UZ,UZ,UZ,UZ,11071190
MK,JO,MK,JO,1436
JO,MK,JO,MK,1436
PG,ET,PG,ET,1744
ET,PG,ET,PG,1744
VE,GE,VE,GE,137
GE,VE,GE,VE,137
LB,GE,LB,GE,7946
GE,LB,GE,LB,7946
GA,AL,GA,AL,475
AL,GA,AL,GA,475
ZM,FI,ZM,FI,4789
FI,ZM,FI,ZM,4789
TG,PG,TG,PG,1828
PG,TG,PG,TG,1828
VN,BT,VN,BT,650
BT,VN,BT,VN,650
LY,CR,LY,CR,230
CR,LY,CR,LY,230
KI,BN,KI,BN,749
BN,KI,BN,KI,749
PG,BN,PG,BN,1884
BN,PG,BN,PG,1884
PG,LA,PG,LA,500
LA,PG,LA,PG,500
SD,NA,SD,NA,1575
NA,SD,NA,SD,1575
UG,BW,UG,BW,17668
BW,UG,BW,UG,17668
OM,CY,OM,CY,29625
CY,OM,CY,OM,29625
NL,BH,NL,BH,4758
BH,NL,BH,NL,4758
SZ,BG,SZ,BG,74
BG,SZ,BG,SZ,74
ZM,GN,ZM,GN,24642
GN,ZM,GN,ZM,24642
BT,BJ,BT,BJ,289
BJ,BT,BJ,BT,289
ZM,CM,ZM,CM,20087
CM,ZM,CM,ZM,20087
UZ,KR,UZ,KR,37267
KR,UZ,KR,UZ,37267
PH,BY,PH,BY,680
BY,PH,BY,PH,680
PK,MZ,PK,MZ,1953
MZ,PK,MZ,PK,1953
ST,SA,ST,SA,1134
SA,ST,SA,ST,1134
XK,SA,XK,SA,1457
SA,XK,SA,XK,1457
KW,AR,KW,AR,430
AR,KW,AR,KW,430
MK,IT,MK,IT,37462
IT,MK,IT,MK,37462
TZ,TW,TZ,TW,247
TW,TZ,TW,TZ,247
MT,EG,MT,EG,5002
EG,MT,EG,MT,5002
VN,AO,VN,AO,1503
AO,VN,AO,VN,1503
SL,EC,SL,EC,441
EC,SL,EC,SL,441
GE,EC,GE,EC,222
EC,GE,EC,GE,222
MK,BS,MK,BS,1010
BS,MK,BS,MK,1010
CI,BZ,CI,BZ,717
BZ,CI,BZ,CI,717
PT,DJ,PT,DJ,750
DJ,PT,DJ,PT,750
TD,QA,TD,QA,13198
QA,TD,QA,TD,13198
NZ,CF,NZ,CF,480
CF,NZ,CF,NZ,480
SZ,SL,SZ,SL,19702
SL,SZ,SL,SZ,19702
RS,GY,RS,GY,506
GY,RS,GY,RS,506
TH,SV,TH,SV,128
SV,TH,SV,TH,128
US,SV,US,SV,43670
SV,US,SV,US,43670
MA,LC,MA,LC,2542
LC,MA,LC,MA,2542
NE,GW,NE,GW,25315
GW,NE,GW,NE,25315
ZW,RS,ZW,RS,637
RS,ZW,RS,ZW,637
TH,LV,TH,LV,535
LV,TH,LV,TH,535
TG,IE,TG,IE,4322
IE,TG,IE,TG,4322
ML,IE,ML,IE,583
IE,ML,IE,ML,583
NL,CL,NL,CL,2753
CL,NL,CL,NL,2753
ZM,NP,ZM,NP,529
NP,ZM,NP,ZM,529
SB,MV,SB,MV,3454
MV,SB,MV,SB,3454
ZA,TN,ZA,TN,492
TN,ZA,TN,ZA,492
ZW,IS,ZW,IS,1199
IS,ZW,IS,ZW,1199
ML,IS,ML,IS,709
IS,ML,IS,ML,709
CH,BN,CH,BN,2511
BN,CH,BN,CH,2511
NP,KW,NP,KW,167153
KW,NP,KW,NP,167153
KM,BW,KM,BW,4819
BW,KM,BW,KM,4819
RO,BW,RO,BW,202
BW,RO,BW,RO,202
GQ,CY,GQ,CY,10013
CY,GQ,CY,GQ,10013
HN,CY,HN,CY,374
CY,HN,CY,HN,374
KR,HU,KR,HU,2132
HU,KR,HU,KR,2132
WS,HU,WS,HU,85
HU,WS,HU,WS,85
SO,GB,SO,GB,29623
GB,SO,GB,SO,29623
PT,MD,PT,MD,28994
MD,PT,MD,PT,28994
SZ,JP,SZ,JP,408
JP,SZ,JP,SZ,408
JP,JP,JP,JP,1431459
FR,AZ,FR,AZ,2241
AZ,FR,AZ,FR,2241
BA,AT,BA,AT,481140
AT,BA,AT,BA,481140
CD,AT,CD,AT,935
AT,CD,AT,CD,935
SR,SR,SR,SR,214004514
GN,BF,GN,BF,260366
BF,GN,BF,GN,260366
SD,MM,SD,MM,57
MM,SD,MM,SD,57
IS,BH,IS,BH,5801
BH,IS,BH,IS,5801
BI,BH,BI,BH,2772
BH,BI,BH,BI,2772
RO,ER,RO,ER,461
ER,RO,ER,RO,461
TJ,ER,TJ,ER,931
ER,TJ,ER,TJ,931
HT,CI,HT,CI,14972
CI,HT,CI,HT,14972
RW,GA,RW,GA,103045
GA,RW,GA,RW,103045
CG,AF,CG,AF,1163
AF,CG,AF,CG,1163
TG,MN,TG,MN,369
MN,TG,MN,TG,369
VN,MN,VN,MN,557
MN,VN,MN,VN,557
UZ,KZ,UZ,KZ,224625
KZ,UZ,KZ,UZ,224625
VE,SS,VE,SS,232
SS,VE,SS,VE,232
SA,MA,SA,MA,14759
MA,SA,MA,SA,14759
NO,IT,NO,IT,6844
IT,NO,IT,NO,6844
TH,MT,TH,MT,2823
MT,TH,MT,TH,2823
VE,LB,VE,LB,5673
LB,VE,LB,VE,5673
TJ,BD,TJ,BD,1432
BD,TJ,BD,TJ,1432
CZ,BR,CZ,BR,369
BR,CZ,BR,CZ,369
VC,MX,VC,MX,614
MX,VC,MX,VC,614
NL,MX,NL,MX,993
MX,NL,MX,NL,993
IE,CH,IE,CH,25237
CH,IE,CH,IE,25237
TO,CH,TO,CH,1993
CH,TO,CH,TO,1993
KI,IN,KI,IN,411
IN,KI,IN,KI,411
NZ,GD,NZ,GD,6067
GD,NZ,GD,NZ,6067
LT,BS,LT,BS,582
BS,LT,BS,LT,582
SN,BZ,SN,BZ,954
BZ,SN,BZ,SN,954
TZ,BZ,TZ,BZ,774
BZ,TZ,BZ,TZ,774
VU,DJ,VU,DJ,973
DJ,VU,DJ,VU,973
DK,DJ,DK,DJ,3388
DJ,DK,DJ,DK,3388
UY,SB,UY,SB,65
SB,UY,SB,UY,65
DK,BA,DK,BA,24266
BA,DK,BA,DK,24266
VN,TD,VN,TD,214
TD,VN,TD,VN,214
EC,CF,EC,CF,392
CF,EC,CF,EC,392
GN,CF,GN,CF,34153
CF,GN,CF,GN,34153
LS,LR,LS,LR,13824
LR,LS,LR,LS,13824
PE,KI,PE,KI,170
KI,PE,KI,PE,170
JM,BE,JM,BE,2957
BE,JM,BE,JM,2957
SD,ML,SD,ML,5559
ML,SD,ML,SD,5559
KG,CG,KG,CG,571
CG,KG,CG,KG,571
ZW,LS,ZW,LS,47297
LS,ZW,LS,ZW,47297
PL,DK,PL,DK,18044
DK,PL,DK,PL,18044
KE,ET,KE,ET,155341
ET,KE,ET,KE,155341
SD,ET,SD,ET,60341
ET,SD,ET,SD,60341
US,GE,US,GE,4538
GE,US,GE,US,4538
XK,LV,XK,LV,2760
LV,XK,LV,XK,2760
TD,IE,TD,IE,955
IE,TD,IE,TD,955
MM,IE,MM,IE,845
IE,MM,IE,MM,845
TO,IE,TO,IE,2592
IE,TO,IE,TO,2592
SI,PG,SI,PG,102
PG,SI,PG,SI,102
SB,AD,SB,AD,166
AD,SB,AD,SB,166
BA,AM,BA,AM,1084
AM,BA,AM,BA,1084
MR,BT,MR,BT,129
BT,MR,BT,MR,129
GM,CR,GM,CR,2222
CR,GM,CR,GM,2222
MV,KW,MV,KW,139237
KW,MV,KW,MV,139237
TT,AU,TT,AU,3598
AU,TT,AU,TT,3598
ST,IL,ST,IL,220
IL,ST,IL,ST,220
MN,CA,MN,CA,1977
CA,MN,CA,MN,1977
IE,BF,IE,BF,381
BF,IE,BF,IE,381
ZW,DO,ZW,DO,1039
DO,ZW,DO,ZW,1039
PK,DO,PK,DO,1300
DO,PK,DO,PK,1300
MT,BH,MT,BH,68027
BH,MT,BH,MT,68027
NO,LY,NO,LY,1584
LY,NO,LY,NO,1584
PE,BJ,PE,BJ,1799
BJ,PE,BJ,PE,1799
TG,CM,TG,CM,89358
CM,TG,CM,TG,89358
LA,CM,LA,CM,291
CM,LA,CM,LA,291
IL,ER,IL,ER,61356
ER,IL,ER,IL,61356
MM,LK,MM,LK,1017
LK,MM,LK,MM,1017
SL,GA,SL,GA,20345
GA,SL,GA,SL,20345
CY,CD,CY,CD,53829
CD,CY,CD,CY,53829
CZ,CD,CZ,CD,125
CD,CZ,CD,CZ,125
UY,NL,UY,NL,2557
NL,UY,NL,UY,2557
SI,KH,SI,KH,121
KH,SI,KH,SI,121
NZ,KH,NZ,KH,9307
KH,NZ,KH,NZ,9307
UY,NZ,UY,NZ,10241
NZ,UY,NZ,UY,10241
TD,SS,TD,SS,173649
SS,TD,SS,TD,173649
PK,MY,PK,MY,11640
MY,PK,MY,PK,11640
HT,FJ,HT,FJ,456
FJ,HT,FJ,HT,456
TD,FJ,TD,FJ,198
FJ,TD,FJ,TD,198
NZ,DZ,NZ,DZ,154
DZ,NZ,DZ,NZ,154
SI,IT,SI,IT,19789
IT,SI,IT,SI,19789
TG,AE,TG,AE,15672
AE,TG,AE,TG,15672
NO,AE,NO,AE,6320
AE,NO,AE,NO,6320
PL,LB,PL,LB,2500
LB,PL,LB,PL,2500
CG,BR,CG,BR,1519
BR,CG,BR,CG,1519
ZA,AO,ZA,AO,16762
AO,ZA,AO,ZA,16762
VU,GD,VU,GD,2297
GD,VU,GD,VU,2297
HR,GD,HR,GD,3680
GD,HR,GD,HR,3680
BS,BA,BS,BA,490
BA,BS,BA,BS,490
LT,BA,LT,BA,1732
BA,LT,BA,LT,1732
SZ,PY,SZ,PY,203
PY,SZ,PY,SZ,203
SB,CF,SB,CF,389
CF,SB,CF,SB,389
DJ,CF,DJ,CF,59921
CF,DJ,CF,DJ,59921
TT,SL,TT,SL,5524
SL,TT,SL,TT,5524
NP,BE,NP,BE,3491
BE,NP,BE,NP,3491
MV,GY,MV,GY,3428
GY,MV,GY,MV,3428
MU,CZ,MU,CZ,1909
CZ,MU,CZ,MU,1909
KH,CG,KH,CG,403
CG,KH,CG,KH,403
MX,LS,MX,LS,61
LS,MX,LS,MX,61
SI,LC,SI,LC,1511
LC,SI,LC,SI,1511
MT,GW,MT,GW,6388
GW,MT,GW,MT,6388
RW,IQ,RW,IQ,1410
IQ,RW,IQ,RW,1410
HN,AL,HN,AL,389
AL,HN,AL,HN,389
UZ,SO,UZ,SO,2028
SO,UZ,SO,UZ,2028
UZ,FI,UZ,FI,2435
FI,UZ,FI,UZ,2435
HU,AD,HU,AD,2998
AD,HU,AD,HU,2998
NZ,LT,NZ,LT,3145
LT,NZ,LT,NZ,3145
NO,CR,NO,CR,2200
CR,NO,CR,NO,2200
SR,LA,SR,LA,1484
LA,SR,LA,SR,1484
LK,AU,LK,AU,51987
AU,LK,AU,LK,51987
SZ,NA,SZ,NA,26102
NA,SZ,NA,SZ,26102
SB,GQ,SB,GQ,642
GQ,SB,GQ,SB,642
RO,GB,RO,GB,61695
GB,RO,GB,RO,61695
GE,DE,GE,DE,25609
DE,GE,DE,GE,25609
DZ,BF,DZ,BF,3550
BF,DZ,BF,DZ,3550
KI,DO,KI,DO,327
DO,KI,DO,KI,327
NL,DO,NL,DO,14703
DO,NL,DO,NL,14703
SO,BG,SO,BG,217
BG,SO,BG,SO,217
SN,LY,SN,LY,7624
LY,SN,LY,SN,7624
UZ,BI,UZ,BI,992
BI,UZ,BI,UZ,992
SA,CI,SA,CI,3279
CI,SA,CI,SA,3279
NG,KR,NG,KR,1305
KR,NG,KR,NG,1305
JO,GA,JO,GA,636
GA,JO,GA,JO,636
DO,AF,DO,AF,1012
AF,DO,AF,DO,1012
VN,NL,VN,NL,805
NL,VN,NL,VN,805
UZ,KH,UZ,KH,1768
KH,UZ,KH,UZ,1768
MG,KH,MG,KH,933
KH,MG,KH,MG,933
TW,KH,TW,KH,4118
KH,TW,KH,TW,4118
SI,FJ,SI,FJ,311
FJ,SI,FJ,SI,311
US,AR,US,AR,2147
AR,US,AR,US,2147
TW,DZ,TW,DZ,128
DZ,TW,DZ,TW,128
YE,PK,YE,PK,24629
PK,YE,PK,YE,24629
PT,MT,PT,MT,37847
MT,PT,MT,PT,37847
MG,LB,MG,LB,9754
LB,MG,LB,MG,9754
JO,BR,JO,BR,332
BR,JO,BR,JO,332
SV,ID,SV,ID,972
ID,SV,ID,SV,972
AT,AO,AT,AO,732
AO,AT,AO,AT,732
TO,SG,TO,SG,1696
SG,TO,SG,TO,1696
SK,IN,SK,IN,456
IN,SK,IN,SK,456
HN,GD,HN,GD,4289
GD,HN,GD,HN,4289
EE,BZ,EE,BZ,296
BZ,EE,BZ,EE,296
GR,DJ,GR,DJ,4295
DJ,GR,DJ,GR,4295
NG,GT,NG,GT,823
GT,NG,GT,NG,823
VN,GT,VN,GT,122
GT,VN,GT,VN,122
HU,CV,HU,CV,2261
CV,HU,CV,HU,2261
LB,CV,LB,CV,3009
CV,LB,CV,LB,3009
MU,MU,MU,MU,69163411
SK,BB,SK,BB,711
BB,SK,BB,SK,711
PE,LR,PE,LR,378
LR,PE,LR,PE,378
TZ,LR,TZ,LR,35586
LR,TZ,LR,TZ,35586
PL,KI,PL,KI,143
KI,PL,KI,PL,143
CA,BE,CA,BE,9519
BE,CA,BE,CA,9519
TH,CZ,TH,CZ,578
CZ,TH,CZ,TH,578
UG,ST,UG,ST,8493
ST,UG,ST,UG,8493
US,ST,US,ST,904
ST,US,ST,US,904
PE,JM,PE,JM,678
JM,PE,JM,PE,678
IQ,IQ,IQ,IQ,4114758
ZA,AL,ZA,AL,351
AL,ZA,AL,ZA,351
VN,AL,VN,AL,125
AL,VN,AL,VN,125
TD,NP,TD,NP,398
NP,TD,NP,TD,398
MZ,AD,MZ,AD,2947
AD,MZ,AD,MZ,2947
PL,MV,PL,MV,1917
MV,PL,MV,PL,1917
YE,LT,YE,LT,231
LT,YE,LT,YE,231
IT,AM,IT,AM,2828
AM,IT,AM,IT,2828
SK,BN,SK,BN,681
BN,SK,BN,SK,681
TW,MW,TW,MW,464
MW,TW,MW,TW,464
LY,AU,LY,AU,490
AU,LY,AU,LY,490
BH,AU,BH,AU,13406
AU,BH,AU,BH,13406
QA,NA,QA,NA,5611
NA,QA,NA,QA,5611
KG,BW,KG,BW,258
BW,KG,BW,KG,258
IT,GQ,IT,GQ,7075
GQ,IT,GQ,IT,7075
ML,GB,ML,GB,843
GB,ML,GB,ML,843
YE,JP,YE,JP,351
JP,YE,JP,YE,351
PL,MR,PL,MR,924
MR,PL,MR,PL,924
VN,DE,VN,DE,4285
DE,VN,DE,VN,4285
TT,BO,TT,BO,1171
BO,TT,BO,TT,1171
SA,BH,SA,BH,288496
BH,SA,BH,SA,288496
ST,BJ,ST,BJ,15039
BJ,ST,BJ,ST,15039
ZW,ER,ZW,ER,2749
ER,ZW,ER,ZW,2749
AF,AF,AF,AF,8500111
SN,SE,SN,SE,2899
SE,SN,SE,SN,2899
VC,KZ,VC,KZ,892
KZ,VC,KZ,VC,892
ZM,NZ,ZM,NZ,1564
NZ,ZM,NZ,ZM,1564
PL,NE,PL,NE,891
NE,PL,NE,PL,891
TR,MY,TR,MY,523
MY,TR,MY,TR,523
LY,HR,LY,HR,966
HR,LY,HR,LY,966
TD,AE,TD,AE,14748
AE,TD,AE,TD,14748
RW,RU,RW,RU,5691
RU,RW,RU,RW,5691
SG,LB,SG,LB,2841
LB,SG,LB,SG,2841
ET,BR,ET,BR,306
BR,ET,BR,ET,306
MA,BR,MA,BR,1613
BR,MA,BR,MA,1613
SK,MX,SK,MX,351
MX,SK,MX,SK,351
UY,TH,UY,TH,119
TH,UY,TH,UY,119
PG,GD,PG,GD,1139
GD,PG,GD,PG,1139
BT,BS,BT,BS,7547
BS,BT,BS,BT,7547
RS,GT,RS,GT,177
GT,RS,GT,RS,177
PH,GT,PH,GT,885
GT,PH,GT,PH,885
TZ,QA,TZ,QA,11095
QA,TZ,QA,TZ,11095
GD,BA,GD,BA,599
BA,GD,BA,GD,599
KR,BA,KR,BA,290
BA,KR,BA,KR,290
GR,BA,GR,BA,5255
BA,GR,BA,GR,5255
MY,MK,MY,MK,489
MK,MY,MK,MY,489
MX,MK,MX,MK,308
MK,MX,MK,MX,308
NO,MU,NO,MU,2246
MU,NO,MU,NO,2246
HR,BE,HR,BE,10452
BE,HR,BE,HR,10452
PG,MG,PG,MG,4513
MG,PG,MG,PG,4513
PL,CG,PL,CG,931
CG,PL,CG,PL,931
ZW,LC,ZW,LC,3887
LC,ZW,LC,ZW,3887
XK,VE,XK,VE,220
VE,XK,VE,XK,220
RS,NP,RS,NP,4878
NP,RS,NP,RS,4878
LA,FI,LA,FI,595
FI,LA,FI,LA,595
PG,MV,PG,MV,2444
MV,PG,MV,PG,2444
WS,MV,WS,MV,4016
MV,WS,MV,WS,4016
VN,LT,VN,LT,210
LT,VN,LT,VN,210
MT,LT,MT,LT,34130
LT,MT,LT,MT,34130
KZ,BN,KZ,BN,1665
BN,KZ,BN,KZ,1665
MZ,AU,MZ,AU,504
AU,MZ,AU,MZ,504
GA,BW,GA,BW,6337
BW,GA,BW,GA,6337
KI,HT,KI,HT,552
HT,KI,HT,KI,552
JP,HU,JP,HU,1846
HU,JP,HU,JP,1846
MX,JP,MX,JP,533
JP,MX,JP,MX,533
LU,AZ,LU,AZ,17680
AZ,LU,AZ,LU,17680
RS,AZ,RS,AZ,3907
AZ,RS,AZ,RS,3907
MN,DE,MN,DE,4839
DE,MN,DE,MN,4839
NP,BO,NP,BO,128
BO,NP,BO,NP,128
GY,DO,GY,DO,15647
DO,GY,DO,GY,15647
ZA,BH,ZA,BH,7470
BH,ZA,BH,ZA,7470
VE,LY,VE,LY,494
LY,VE,LY,VE,494
IE,GN,IE,GN,1513
GN,IE,GN,IE,1513
US,GN,US,GN,5975
GN,US,GN,US,5975
KZ,BJ,KZ,BJ,3972
BJ,KZ,BJ,KZ,3972
IQ,BJ,IQ,BJ,1210
BJ,IQ,BJ,IQ,1210
QA,GH,QA,GH,42845
GH,QA,GH,QA,42845
SV,BI,SV,BI,275
BI,SV,BI,SV,275
RS,BY,RS,BY,19423
BY,RS,BY,RS,19423
GH,BY,GH,BY,3503
BY,GH,BY,GH,3503
LK,LK,LK,LK,10340767
KG,AF,KG,AF,13589
AF,KG,AF,KG,13589
UY,MN,UY,MN,116
MN,UY,MN,UY,116
TZ,KH,TZ,KH,435
KH,TZ,KH,TZ,435
GD,EE,GD,EE,760
EE,GD,EE,GD,760
TG,EE,TG,EE,629
EE,TG,EE,TG,629
GE,FJ,GE,FJ,3240
FJ,GE,FJ,GE,3240
IS,AR,IS,AR,2377
AR,IS,AR,IS,2377
PK,AR,PK,AR,491
AR,PK,AR,PK,491
SA,OM,SA,OM,345222
OM,SA,OM,SA,345222
KE,IT,KE,IT,1429
IT,KE,IT,KE,1429
BB,AE,BB,AE,4774
AE,BB,AE,BB,4774
IQ,ES,IQ,ES,608
ES,IQ,ES,IQ,608
VE,PH,VE,PH,821
PH,VE,PH,VE,821
UG,TH,UG,TH,470
TH,UG,TH,UG,470
KE,ID,KE,ID,905
ID,KE,ID,KE,905
FM,AO,FM,AO,154
AO,FM,AO,FM,154
NG,IN,NG,IN,1345
IN,NG,IN,NG,1345
MU,EC,MU,EC,299
EC,MU,EC,MU,299
